"address";"value"
"dP7DyqgWnZyd5UEiA7SQgtqi9JU7nvU3kG";"100.00000001"
"daCEitqqsutaizymqutLB1zKaPDvNa3CTo";"100.00000001"
"dW86WKMwxewFJ42RnZaXdS9JVz4Hx3Y1GN";"99.99980001"
"dLR7ERm4ZRFMafFKARSYivMrTjKJArtD1Q";"99.99900001"
"dX9epAPfR8chK1oSPeiMhyBQdcgZQ2m4WN";"99.99900001"
"dSDXtP3xqPrpwPD8MAroXkWbtwAYEQHBem";"99.99800001"
"dUJmYRaKoTcjrU4NYUM45bnht4sMDyXMXN";"99.99800001"
"dEejxppUzVxpiK7UuR7yzoqUsFXEwmoRqW";"99.99800001"
"dGxRn9oPffy2R7DuyUkZ67NZHnrAPwqLxM";"99.99800001"
"dUCL2HWCWCtaHTdGUvoERyT8GCAn6LQkhH";"99.90895601"
"dVEkGVyjMg8UjWCYPH6ggptdzkPrkpwuPx";"99.35689717"
"dYjVVmRkqkJp9Xf2qTz4cdzKhGzxX816qY";"99.21984647"
"dPc5muyTaxf1uXHfgQkksJziLELrZg9KRF";"98.37575719"
"dQYV7M41nG58xBNHB8rx71WQEq9FXrfpro";"97.45913214"
"dZi9hpA5nBC6tSAbPSsiMjb6HeQTprcWHz";"97.44543301"
"dSKST7xfDCrTU2KqD5gBeZRMt6fNLbxhvV";"96.75055689"
"dKfL5aDwm9HADyqgEqNJLD5hyZgfqmWB5G";"95.98270967"
"dJonnJ5h9tsD8MSouqA2MtRDQSRHyzfv1h";"95.10369581"
"dXx215rkSaZjkCX34RkMvFrsAJu4YUb6R6";"94.89290301"
"dJ23g4Hstq24jKCcgdpZEzJrnz46gYdmai";"94.37481038"
"dcQKdyvTPq5uvmi7qEuGX5P1KXB1iLdcz4";"94.16868001"
"dcTtsgTohQgtbMg3dzKgV6uuM8EchD2RD2";"93.56622616"
"dELoUuuMfS8nQwJfZMAp1ZRADYpo3pMoNg";"93.40000001"
"dTA5gDF5N1g9bemxBwcaX38srowLQuXbJQ";"93.29810257"
"dWi2TBP767H7teRt7CzGye4hcrtyNBg738";"93.00000001"
"dPBSK3gs2c4cASmY1SeNK5hZ32GnJ6Hmka";"92.16602971"
"dQ181CGM3T2CFBGqqHHPcbkMekAfnZ5Ltf";"92.15985701"
"dSkfgMkHb4NgqLbDnnUXJFs4V5tG3kegY6";"91.81779401"
"dFQLYExizeDadtWtt1ThHKRWfE9f5j8if3";"91.72669928"
"dSk5PqSBZifZBeLczT4rKHd9gTNQwm1Ev3";"91.69895801"
"dYg64Xk53PG1pf4shryW8TqXEdMSBDNfAD";"91.50000001"
"dY9URmgeNLTQyvqBZG8z7hSUf6mAU9aYFA";"91.13421601"
"dMJxNx9LZBWuWn84ncKwdgKKi1gbSD4hiL";"90.92221989"
"dQRExr9MBzJJD2BJHwantCQMjEBcQMfwgm";"90.79215995"
"dWNCVau7y5VgNfgxxfzxxC2kGNi4X8yicB";"90.4141968"
"dJ1miZ6rj6zw8f2Wp2s49C6A8htN7Yhvh1";"90.39997421"
"dLfmREzXhYKVVZ9tG7eNChwJnmQdpXznTu";"90.07500001"
"dbjPRGbGNEWrj5cMQj1Xqh5yabqm9bKe8q";"90.00100001"
"dYZSCspGm4uAQ21fJsBNq1nHd1mD8cE74D";"89.99900001"
"dNQMusPWNZDhU5pjYh794sFAVY3Jf3NS1c";"89.53474201"
"dELu2DeE3FPYHZQuyLfEBvnWgQat56PxnG";"89.19800001"
"dPmQnTzKmn5hY2g6e18bV9RxSpWrLpnSvd";"89.08962843"
"dWUrsStYZ4513wfN5MZj1rBKr65wxUxoGu";"89.08719223"
"dPNAktbB5Nc3UBMGUVyDSRSWMFy3qH7QyV";"89.02942146"
"dK4rug5nZ7ZYtbFU8uJW61afme9d9b1AFb";"88.7205745"
"dMF3D24nCiayD9HC4fbvQ7i4Xgpr6afiuX";"88.49970001"
"dLaZvFKhDz6NPWRVU5zAvYdZFhG8RwFjop";"88.15233544"
"dPaPwHfGCb4HRdnuWWGuHk6yg8FL17kejJ";"88.10642381"
"dMvUUUvhwxn8A5dM69HDCDwEw7wpUGfSYr";"87.82100301"
"dS3mniSRBKdPkKpC1j392E4BTdtdMZkGjS";"87.50816368"
"dS55pzLxAgdE2iTrHt6S4un2UnrS786irW";"87.45444239"
"dMUZAeExV8ovMzVzEt4WygCsRCgTBA2pKG";"87.13945533"
"dMZsDtHxLHTFzxSPCpU1RepVuoTwjJ8pbm";"86.99800001"
"dGdFdYzHutbCNjQNMGmU9gDGK1u1zZfEQL";"86.00000001"
"dHawBvafFFD4n8ufKz8U1hFoTKbfo9FKCL";"86.00000001"
"dQ6ZiR3Li2iHUgSYFyHowe7SsQvZtFP3qD";"85.6252653"
"dLR8LaWySojvi3dmaB9ioz48eSzFqVGRDx";"85.57073501"
"dQYjhBhKfsG9MvJbN4NvTEXY9TCN6w7QnC";"85.31419401"
"dSDLehKWp1euiXH85uTKT7CudehnNxdtnH";"85.30140901"
"dUXMnCGDAPEnBXiH7BUpqQgUsWLD7arcUX";"85.18140139"
"dXG21oRvYFh1NjgM4beNxmAoL6qXY5a7h9";"85.10986201"
"dKQb58J9BoWibPE9HYLDaHXDSFecHxbegh";"85.01080801"
"dYofwcxzJ2DKRY5FbiXpvJ4cbNWBiFpR6A";"84.98469505"
"da5zNn4pTRQw4j9fjaEzjKhD77U6bn9hpu";"84.92542401"
"da4xvKnjrrwAjsxzqo9ZWHf3bJ1T6cSRfq";"84.34426317"
"dF2R4FVrybCDn71NbFAp3Ba69rmEutW5ye";"84.16302717"
"dUBSYx4FUnyUnsh7VZrqpn22dpDxaH1jKT";"84.00000001"
"dc4h9e2foQkURreptfpoeTxtVxk5pkf4YW";"83.19918401"
"dafoHbJ4xewQsSDc7KRbFiCsRdNEx5Jhkn";"83.07304401"
"dG3abhjaiTpFntWvFneexdmJPjyBqXQjgo";"82.92020501"
"dc65KgncEnKLBAoo2uu6SkdknbjrZt9g6g";"82.76802699"
"dWtLyBqvypT7Kqy2C6y7qUFoxdckVyXL74";"82.38100895"
"dX9ywdepNC2GMa9RezXvNCELwPe3H3VJrN";"82.04600001"
"dSQJubixBtM3WmSUtdv4h5LYFgQQb38PEG";"81.49582201"
"dbwkhDPXdZy9kgC7Nt92ovP6S3yGo6K5Dy";"81.45849656"
"dKYDD5mtP74akqPEaAsZxcP6jaRVL78Dh2";"80.72208236"
"dMreardQqp6ah5qiFDp1v34ENytAXLRptB";"80.43094514"
"dWjJXCf4H6tZejkSYMrZxmeWSLdho1jtnN";"80.16571728"
"dW1zaxH8LHPLd3EyQmNZfCFwPejFbyMTEn";"79.95513601"
"dPe2i6Vg5yXB9ezcHqskj7ab3D1mbHKyky";"79.94518864"
"dSg3Zf7MG35QA4Et7188UazRtaBAuZVpwP";"79.58784934"
"dYc5SHigaChND7FfsF6R6uC1k65cfse5Qq";"79.4693272"
"dMjNX2gSLw9N2NZwpdpoG7fgJH97dg3C3r";"79.23863422"
"dLwu6xricP3QtAx2KyzGEUfJTvxo3JsfWq";"79.09707101"
"dQCN5gEabn4o2JMnyLRcYMeqE6v1Hp1uVS";"78.80127901"
"dZP5K1wGYEYKupKhxoR628HkPRix2aBgW1";"78.27910201"
"dFao1FuKCxiPe1gPMTMYiMEietVVFD9i8X";"78.18331855"
"dWzBXEzYczjmmUmidbbWAZiXMkcbe9D35H";"78.05700001"
"dHx1KZdtVva3AeYumReh96y6pLbdrAqyFX";"78.01237801"
"dKsUFk2MkaBJX6CLFyFKAZ7CATLLiccqpp";"77.87607201"
"dTZ519HD69La7QwfwPtgaDsD1WN7hoRkeh";"77.79752044"
"dPQScfo2B1wgtQ8HVksi4icLRqoNrezVwn";"77.58751944"
"dYbiqwCmxGHGEyyLnnekYS9eegCnDdX5rQ";"77.58738201"
"dZ5kWEi1S2uMvWHrhU4kHMB2diSuiRNQ8p";"77.16631801"
"dXWEpfzYHU5Vkbbi9szXhhUzr7VAHmbgAy";"76.93889138"
"dVzSdnfat3kaoLRJwzG3NmtMLvzTeQdBTX";"76.85751461"
"daSDgBgANSokzsqwcbUX9eEd4Y42iu5MGE";"76.77779908"
"dRCicdH4z6ChV7uUZvUnRWfDhD1sqfv1eF";"76.15809755"
"dGnWuCvzFgkqKP36oSjtrF84v7QgKxGyTV";"75.91923501"
"dRLgFKVun9qafjKuf32sfCKwLWLgeUvZfQ";"75.66379689"
"dEWUJUvPUFiz7Vc2ndg372596HKQ8biU7J";"75.66000416"
"dUDxDz1hyK5bRpic2nYCtkVmDo1NNhdFXA";"75.62640801"
"dGSWvdjz2cqmZMPhEAZD5YWYwviMUzsyFb";"75.24505701"
"dSEhvSbxvGByxL3jms4fDCTk5VKqn2KFWc";"74.9072494"
"dGMfv6UCAR1o9ZYJ2bT8nUTZYAjJf8Fey6";"74.7973027"
"dHZqj8BHG2GQY6BoXJAfN5UyYm5n7oQtDu";"74.48244274"
"dW4Wv2Z2UxAxXbEXQsdVFoSzZGJBuxsv63";"74.46322069"
"dJ7Co3Q5NbEeRVNFknGcNniEZUCeWMQGag";"74.19077994"
"dTwjQfa2xHv1RXDomRvWSsc8mvJF9Eabsq";"73.50000001"
"dcC5aJcPZba2pvCM5RnrpLi1bmqv3hdpDU";"73.07142877"
"dN5wb5tfqNWW7RLjs8hbHqwfDyAXkR5DZp";"73.03157001"
"dWwn8bRPK8DTTfHqS2FYFkkHBrMh9kS17b";"72.78213501"
"dK8PyMWdh4kqcTk3KUZxQZrZG1keAFjmFG";"72.69710901"
"dDmrM5VgGt2KgK41P2LyeTJj8YXmjpCMyz";"72.60941501"
"dHd7U4eVcv8Ktxw7S8HZSZpoGJRR8edAL3";"72.40758201"
"dWmTy4NMzs1K9GNbUGnZGB5md2uD8vQ39L";"72.3994074"
"dasTUtyPw3xmbdaQ7TnAXnMMNfHz9ZFZhw";"72.25478901"
"dTnGpcgSrQTDDLqDH3SnrimSdZxySve9gL";"72.16348701"
"dF4VWjFyEmg7wzz3hWtPnouvMwtSsXN9nG";"71.93291841"
"dWZsZbPoP2Ejw3Ui44h6AzbsqfQPYitkBk";"71.83816901"
"dNmaTTEqps4NXr9uq4pVShMUS9N2E3VgBE";"71.80023701"
"dbPDGqTKCRBtuEGjywJPU37YhbcGDG5GQ9";"71.60844239"
"dHjYmuWXy9ZnyYhPayUWQ6jVaRhTgZogKp";"71.42807401"
"dYh7UgybJ7HUCfk6nVpYMDTNJ7gePuVCsR";"71.40001239"
"dZ81sfeVtzirh7eaFZopVnBy9gkP4Zo5XK";"71.15713351"
"dLoideZRDZEuvDsZNBRZGBxuvgJWTSUw5e";"71.06037801"
"dQFNk3yB9ohYRMdwL5bWM6KLZjUXdgGkhp";"70.99846538"
"dbDxQRNRRQ14UtnLLCUN8cMtUDer88sGmi";"70.51665101"
"dWA7o8tqZAgt2P2xadTRWpMrYA3Sxr6zFk";"70.02069264"
"dbSq1S6zRbXsAxVabEmdvGBYqDzW869Gm7";"70.00000001"
"dUj87Rj1sdJXqqz8AmHRfDA43wNGVQ3otw";"69.99800001"
"dWBXBF9DkVJiiYs2M6MDcprxf9iPz4Nj9E";"69.65970101"
"dMFxKBHUiKXdU7Na8eopxe7Xcf7fgFTCSj";"69.398052"
"dXEwcKuTAapLvaXa4Fh9yVnfpFo5JFLdN8";"69.35997071"
"dQDx7Czc1s4m7sNax1xX7iJwwS5ibY61Qp";"69.01500001"
"dbzQ5Nq1KZTwoyZJSwYZkptAZZmvPbTN9B";"68.99163958"
"dYn6Cde1Q9LyzLn2XVKdgXQRbpXA2TNeqj";"68.98800001"
"dWusehKBxXzoXtB9f9BPxLk5mqBV2FYhcn";"68.90866401"
"dYWq3MAcKZVABJK7hoEymgpCvPguiqTcKp";"68.33851337"
"db6hHeRNR7mT6hq8UeVXFeo7jNwYkR3Suh";"68.14166881"
"dcHM35wWUL25BPiEFeiydTnYotcqiewM2y";"68.11409001"
"daa92YY2bJ9XfuuaqHWC4HqYa7zJfMxYFb";"68.10000001"
"dL2RQtC5yHL8yNJTrcAfKjbHCLQpRj1QDb";"68.00000001"
"daSV7q5JxewkXDW7cAqteVYUYeNSSMsmKu";"67.94396054"
"dGdbUvrAFXPeFNgG31oC4RgX1CtoWdn2MH";"67.66878484"
"dRR56PxDujbB6XWTzmnAWL2XkxzbmhtTzF";"67.47444417"
"dDgGqB3KLKC8EGLTXTeeacy1bBNwQLmtXY";"67.37143105"
"dDrRXccLKvxnZ5Va8u4H7vNmCBqPsahruE";"67.00200001"
"dT7NxbhmktwU1TnwXG3RAzazREA3GAmDcp";"66.72368601"
"dS6qFyG43UHvRCazJ3dpG6n2vGrsp3ncGw";"66.66170501"
"dYu2N22nf5JRtivn8wSeSauUnZNtPSSU7v";"66.56000001"
"dKYTDbXoLixYFiNB4djKKVL8PHeS7Lx11c";"66.52986501"
"dRtw58uV5wjohepjuMoxbhETFdWXoZ8HpZ";"66.14629401"
"dXikYnkAeakw8A24tHx3nXnCbXDUN1gFAy";"66.01440083"
"dEhkrkCPfhMkYUN3GM2w9gNQdjxxDR8aqA";"66.01342511"
"dLcRMbdnvyg14QHj2vWp8SBFSarnWkMPss";"66.00000001"
"dMRvB4ZWWXP2yjYhfRftU2whCsKLvSRet4";"65.77470601"
"dXa4rJDUTsb2aVjSARrcH7Jt9QredQscti";"65.05300001"
"dV27fbD9sDBAf6iJ48YGx3GUB7wnHD9TVa";"65.00500001"
"dRb2h4Q13WPg9Y1vRE5ai3GgwyQH6yhenW";"64.90000001"
"dPmMr6RMgBJyncWFfAS8nrFUT1ge44n25H";"64.70093801"
"dFVUuyB8buF8x615qZDUZ3M18b7MbnMYSe";"63.99498803"
"dGYKz8iDzgqLkeGczNFeL31tGLWcvWw7R1";"63.73000001"
"dXwYoXL1XezGNyWiL4iBESY941pZ8eJRJP";"63.63000001"
"dNEQf58qtZAo2ZKFcbpDtRJrsCwGXHcqgM";"63.44917701"
"dKrRvgPeVcf9UpKCcFBH1dKWdsJs8YmsVd";"63.32320369"
"dTF9r9fNw6VLq6VLX1G2jKp6h91XSqZ82B";"63.21916601"
"dXyoCBLWWhVLCvYj82ZuiY8Q3TX78S9NrA";"63.18493006"
"dX6Gci5aAj7F2RCUNh4LedJxQt5okJN5D5";"63.11697413"
"dZXW3DP7DBFvBV61BarzqZYzMK4sELgvWn";"63.02962174"
"dJqTAvxkRsqh1fXB2dLHvtjfactF9rxe6P";"62.99600001"
"dMeRBQJqfvPbhDjReCUC4zZzvRM4QjDhCV";"62.84786033"
"dbwiSE1TnmEdBATRKjrU3U2Hcg4jXNGy9p";"62.57782701"
"dJXzLDCyyXado1zdvmmeMd2KjWZjXLwTJS";"61.89310144"
"dQHcW1NT89PP4xLVuaPsUBY6KY2qQgaeMU";"61.61214432"
"dQE76yq3Y3NddrUX8dQxcc1Kq6iyh9v2k2";"61.41223589"
"dDp9nNLiHMjbfFSdeDnfRGxBxQjnz6KCNo";"61.40351664"
"dQ23RKi8tCX7NP9F9h8suxGVppFLV1dDJV";"60.97099052"
"dF8yuCvvuNNGHfMtgZ3hNPk5Qfxjox8LAL";"60.93861789"
"dRsGMRaBtTrenWosvxXqnstLs4h5T5Gjxx";"60.90930301"
"dN1ziB1RvTfjYxTZhnqi9CJJN1GwuTsLYZ";"60.44999001"
"dXfpM4ty2BLuAoQXu7GzxaANLaV2Yg3EyY";"60.30000001"
"dKFXZQZ4UKTFmmisAM4ZDCVsPwwhBM6GpA";"60.12074708"
"dTURRWV2iFmswXB8LvbAmwtosNgHK2Z84s";"60.05594042"
"dUNXSiBFy69o7vDHE7yPAeBbkyvTeD86xd";"60.00000001"
"dVcG48CXwhGwLFDXH3Du5kMArREJ1D4N2V";"59.99991491"
"dXZXcztT8GU83vENwp6WMr6TC3fnyUSACm";"59.60153706"
"dS5weYV4QzjwnZA7DuGqJLVttHS5SEgWpt";"59.58024709"
"dVkahUVDYagfVpHp2KTgv1aFtVYYns7Hmg";"59.51182601"
"dLXW7fcu637SQkRPAvM2cVn1CBjQzvUqSz";"59.36630331"
"dPikLPTmwmhH6ZehEjwZPWc1yodConS2sd";"59.28855101"
"dPZj21HHWv9CNj3bU8PLc7zW5mF1pVQizZ";"59.20868651"
"dUH9nTKKfesDT6YNiYHVT9gbxGp8eZ1mVc";"59.20500001"
"dMXh3B6JyiYrJcftjJQtp2J246i5n8BZ57";"58.67011001"
"dT1XjDomyZfQnVUPdQkNVG9E7tbE7gMQTz";"58.49406401"
"daegD76SEEizF5YTxdzZ5znMXLUoMudfXT";"58.43233901"
"dPyEi5n771optJHd7R5pXH1vBEdAYeqGUg";"58.37510979"
"dV2DVSfNBnNsco874nEJMUJRf1UoRnQau4";"58.20431901"
"dVWVaDKoBarrZQvC5YUTQEB8b27KDpBzjc";"58.07751916"
"dEdSUqwqtNYAtgBgJsLuHpwxDumaQ4RBxH";"58.0382826"
"dH587Gwhziw4effiwQWYKq7MRCvr5nXkVp";"57.73564001"
"dXNZa1un5gSJ61NkA6nF51mFSJYxfxSHRx";"57.60774224"
"dMdRnBgMuZmAPgd1yk2CEpAeXCgnxbGSse";"57.57619631"
"dLXPRP84DiRvGBQ4T3fjNxB67qXgoVyBoo";"57.29985757"
"dLo1tSUNQn6kjVqVfSPhirKKfmWNrm7mi6";"57.09626301"
"dDUfekqyVV41N2gDDPwYN8B657PW8y8cmV";"57.02709668"
"dFYcdKkxMq4GcBk3Y2PeAjGRozzNY4sTPV";"57.00449801"
"dMTiKg1jDXLDnSEShdVTDDpPzG2Wcp7T1M";"56.99091101"
"dJ7P9yDnnZ4e4FUvCy3cJoTJq4rTBFbsRt";"56.83923201"
"dUj9WUXKHWpH1Y7VJ38NGrueohv4DyZiS9";"56.69983501"
"dP71miVwaTZb7dTTDaefDZVBWECNahM1XS";"56.65576623"
"dUj6GvoKinKV7DMbrLYrziMYFLAfRERWQT";"56.41267548"
"dLSUf9nPG9qiUrmUh7Yk8Lssbc1qvqYL79";"56.00100001"
"dXP8nGuu6gpKd9iQxh2JMRHd1LfZRSXLqz";"55.99521898"
"dVSxue8vm6VPnTduhCWTReXSZ8h44C351A";"55.82730401"
"dNFX4HZm1z2UNANKSMTLrMU6Drm6a65VDJ";"55.80000001"
"dGyoddTa1C1UCt52qbpDQ88xSn2HzNp6oD";"55.74831901"
"dbrvwMEAcE4GaM9qJ9RWnrQU7x4kgQT6Yd";"55.72534701"
"dWkyZExpP1dkN2zCW5GnGrmxYDdzMmwfxr";"55.59784801"
"dbboCu6N6tVtXavfiVb3GK1PWRohwyh8ea";"55.54681201"
"dNEDHLEBFAvRX9WbUFoXvTMDj4tvQytUX6";"55.52401423"
"dEY47NRC7Bot1nCNx94jHPTFsFxNJFkfuW";"55.49820009"
"dSPFGCRVAqzfW1xisZ7Vo9tsdTzLgFT3R3";"55.38265701"
"dcfbqP1gjFfy5LZ9m73kRHfhj3rQdqcQJJ";"55.06091601"
"dM7EGVd3fiV8GbXjojgJySYMYjhTNM6J3E";"55.02800001"
"dFYmix4oMgriGksANqRec1SnYHYNAw2Kxj";"54.90480088"
"dXSm5sNJkdXU82FLxLH2E2SNpHyDnfFrvA";"54.87410018"
"dUJzDMH9cZmygh98ys55xNuh4WNjfXou8V";"54.77712799"
"dK4YwdDuXupxHHfkw9sJnEM9bXvYjfhUyg";"54.64297921"
"dW1Z1x8dL5ZebvrcUTdjnDfx699zNsovN9";"54.49800001"
"dZhZ1b4q8yVxVgSwwSZ9KkiL95eCevt7tY";"54.31765401"
"dc8DL5c2x9gAodDrshFvE7NCpS1gyoDutT";"54.25000001"
"dZBQ1Ex9cgag6sA8bKPwjLJT5CaQXHKBWp";"54.21677601"
"dQBwLVHbSHU8FtHQ2vYzbM4nVZJVTbs9rd";"54.19263901"
"dYt4ihF6sPTj9RpmN8gnuKJVCfE3x6VgiV";"54.00752901"
"dGJcJpvgxGiDsvaDoLSQqC1ThdfozCYssr";"53.98708201"
"da3Z4NbA6DDw5m6UVaL3nyWnnTaYaYqgTA";"53.89434901"
"dFAG8FM36mErUJteB9VJyG47dsFV8P1ttT";"53.68522333"
"dF2gHmftiQXW9qQ8r1UJJRW7vvSxfuAcXn";"53.47670801"
"dc9a28g38GBPXWDV36xoUcbFYRcj4eWdgA";"53.21044801"
"dUaGyMnfDVgRKoHaVFBx6sCbxDGXCRF3rp";"53.20295163"
"dHxgr3V5oLQHPyHiq6CKfSKdccmbNTx31j";"53.17093453"
"dSEfL1y71ZBR9mLT8yczBAdyfsXtThaRpg";"53.04468101"
"dK4K6JEVnFccJharvDsqanuQ1Geqxy9AFw";"52.90799001"
"dV72YzDGBvr9zF3vMsfRGNd8VugZs1Cc1Z";"52.78150401"
"dYkUS2TAvd1XmcyQVgKTw7Mr8cPYQD2fc1";"52.46031287"
"dJ1DXbKfZTwxtxrd1G6RgUXhKYWrk9YMcw";"52.39225501"
"dREWheBhhY2mA46yywizTiAGYuiyY8JLa3";"52.27704101"
"dXwBLBQGUqRRDmLPup9pBFMGDWYFYFpaAs";"52.21174401"
"dJF6EGpnFnoQpvBQG6e94vf6mi4niKHbPW";"52.20438887"
"dF1RszmhNPGvFrZjNKdCtVDVxVXTeD5WCh";"52.02819267"
"dPSkAhfuYFUtaXSgkfLJEw85dwVzYZwXhf";"51.93293568"
"dKN9fV6eCWVSDXXbb2jKx9THYW8UV6matg";"51.8734414"
"dQmLE9vGaK86TiVmppyuBo7fsCzRo5V4aj";"51.85374758"
"dbYFZKwuaLdDNtUdTmZLjee8N8JA1CqkgS";"51.82240001"
"dR92vBjQjSuerV2m9RKmJRQES7dA6iKWet";"51.75001725"
"dWtTKYekZS6uSyWgxWdHHwh4jnKvEMYUz1";"51.45207401"
"dYnpQd1EpgVcdikLntFpPKrHJxDomxDkPP";"51.36270462"
"dPLMos5pJADjex8vpDuVcxqw8zG9JzX4zo";"51.32879801"
"dKKTwvpsgzJHuCvukbN3FSrqD8ueC9CaAS";"51.32113669"
"dYiGWbwjV6RcrWYnfWtCKfybXbFx7ygfxB";"51.02900001"
"dKrU1jximMnpnAVar6m628fyAJkxMvDaD7";"51.00900001"
"dJN67jnrJTQuH1pCLRWiPK4Mcf6b4MWbvZ";"51.00000001"
"dNY3N1sQdzSsedxRhEFnnnKwu5o2vfcqcz";"50.96888501"
"dQgHYexBGfszbPL9m8MxEqKmywHWFhbS4d";"50.92440676"
"dZXo3xt1bLVKC1MCgVeR73c8aWV9UQYo86";"50.88695238"
"dbkE6NTWbUhQSpt1itkdq7hkJbZxSjk77F";"50.79371183"
"dLNEmEnAX97oSUKrRf6CtfV3M16v9P1Ls4";"50.79000001"
"dF5EjTndSA58vJ3f826Qpc6LZ7ToCoGVMp";"50.76543318"
"dVGUvAjin9vyb2hqLcgsmk3TjYqrXnSBub";"50.70539701"
"dKxDKbJxcAQxDvX9u96aaKfgwM1YKsRBP6";"50.69687338"
"dDqciP3q3MqhNZ5ELZhEPHmCpJCz9CCcit";"50.62748066"
"dSfuE1Dkhwi67vJ4a2LZEeDSNp13yCaPGM";"50.51899586"
"dNKKxJLXvWXuGtSLiCqhA8KCqAvDPe6Qys";"50.50296101"
"dGQpvbbzaX8ufwvnpy5xQwnLAxKKWqo2Pw";"50.35592155"
"dS9e5ipqubZkHvx3ioC3jMd5Wft564XsBp";"50.22324406"
"dbhkAbEXYa1hDeubMQJVzwyhUAVboAqXAN";"50.13483801"
"dascA5Peqv7pcrv7Qepf4JRWLZa1hsmFGA";"50.10838201"
"dKqekgfNTMLLQym956qByN7sTrY9GFG5Vs";"50.10021586"
"dS3jHBRqjKotyEs8tMxJasXWBw5esrvvzQ";"50.02100001"
"dF2WK5MR8BidUyi27uYCH2BtngtRy1jm8z";"50.00000001"
"dXdg7tsew2fgkLYyBz5xNX5f2UFnuDA6rA";"50.00000001"
"dJ3ZvuJgd6BR8gGpBn5QjHnUWZKGNhjWVj";"50.00000001"
"dQYTinic2CBhvpqyUS9uiJBoqMxsBDRjGy";"50.00000001"
"dQXUB8YrYLhJkZ1PJxvdo77NhVv2urNJcc";"50.00000001"
"daoFt4kLXdr8NciRPe41MRLyzqeY89HJSz";"49.99997733"
"dMqe8DsFeeiRWfVpb1pjx1kRdox5hcRybb";"49.99800001"
"dUvcSrYxMpNXDYzqpdfy1VAwoisQ1tLp2C";"49.99800001"
"dYv6DC5zvXEwzBFQnfrC1b6bwxRYgST1M4";"49.99800001"
"dGPzSYfK718cgYhEBD8f7RDQCGerd9RC3f";"49.93293761"
"dU1GkU5YQnqmTnS5sULpe32oY31mtk5VhC";"49.91553301"
"dKPbVtuPEahcL3L8frbw1YzqrcbNrbEdGx";"49.89400001"
"dc9tE6g5NhW2sFvexvTAyfGdt762Zg6Efy";"49.83833149"
"dMs9qkckc3b16eqGcjWbMjMs5uM4PKnwgk";"49.52167801"
"dZ8JfCQLwCV3HDCnCFADZRhPywXBXWdjC3";"49.49390255"
"dbJQtQJ5NdrGvbaoNnDH7FqWTLUEsfarjK";"49.31330801"
"dS6uoYeLz7LSehQcRkxAo4thmRg5TEcM7w";"49.19092512"
"dLvUFjadP9xwHmsW8niPpr24MPcf9SFuS6";"49.04153825"
"dNsZ6MJZbLAVsCuFeNnnZ1BDNxjxP9dFQM";"49.04112001"
"dRhwz82pALR3DryhgrWA5BkWcryUKbHZKq";"48.99900001"
"dM9mDHZpJT3BACS5pQCct6HXpog2sWJKcd";"48.84247961"
"dcNFWTemRzPgGSyRoyLNPfeyU6333AWfAU";"48.8108415"
"db5U1Aygmra3bH5zKsg4JGBYdn4napFqXa";"48.75361456"
"dKRydhrxL9XDthgv5JaDJWjPY5NBmEx2hP";"48.67605675"
"dYN46ahrr7D9uX27PdGGekER8R7WifYZCj";"48.62307289"
"dR254aoWk5XgMwgJDPBWZR3VR1K3UQ7WfQ";"48.61214401"
"dUBXswckucGr8SpsTiP74x6yRNnX2jUsSW";"48.49810785"
"dckLxqAwKyGs1wF5eZ4Ah2GxZceoBSoYo8";"48.01100001"
"dFjbqRhmoMkPip5mbDdLab84NM7g7m1qPu";"48.00927301"
"dZRtqHHxu3HhRCRDPVmtcP5PGgz7oxiZuh";"47.80830301"
"dEB4Jzr6bFDtHEy5M5vML2fxRL82vmFJki";"47.58868477"
"dWfnaWQ2z9mcHkXMXe2BykN6LkxZyQRXVD";"47.35408199"
"dMUhnDRNq31h2kx3ZhzSUvh4qxQBgWP8Vo";"47.02756801"
"dS7Eec11LY4jEBUdGRNMdpDKCRHGSgGDT4";"46.72643821"
"dGomW5mzoZicNEZduMyPmiEsxxAhnYbcvN";"46.69088501"
"dEU7gfigG4RuXaJ1jfjCj3ygxJgCNMv9XT";"46.61606801"
"dHim72hx4zGjYQSZiWbK1CsLTjasrjAyUF";"46.49892001"
"dMqZyDhrr95aPy6o4ed2g9BA5jJoEpc4hP";"46.47017916"
"dSrkFhEsfqGpDfXS3iNLmvxvoSwTXnuqHa";"46.39224501"
"dKMszhcfEdcvgeaPx2QCmShKRJKeA3qsmV";"46.09064401"
"dbMyQjvPbLSnpwGUDikmJCwDavPvPso9iU";"46.00700001"
"dT1g5SNLnrwiVFRtQKDdDFHfzD3NfEP8bE";"46.00300001"
"dWR9Q7esMFDvFgrHTb2ctfvSXXqftcxqfj";"46.00000001"
"dUFoWnvURsUxRCh36sZpUYGq7VJpMiXiWw";"45.79767101"
"dZgw5CDQrNBnUb3HnYNVfCBkwn5K88K3tt";"45.56530843"
"dDyLjivtpMZfeuE9G7dM6zdiAnQ4frDoR3";"45.507116"
"dJCaLnASbzJA3JfxiKEgYSoegaTGCWLnUA";"45.46778507"
"dZPJiRDS6DUNaRnQtz5t6srCdFbndVFCXC";"45.39780996"
"dTqRpXYrSTHmKYfqavQWJCpMyamphTYNY5";"45.28664279"
